year,month,day,home_team,away_team,home_score,away_score,tournament,country,neutral
2018,9,6,Macao,Northern Mariana Islands,1,1,East Asian Championship qual,Mongolia,TRUE
2018,9,6,Uzbekistan,Syria,1,1,Friendly,Uzbekistan,FALSE
2018,9,6,Bangladesh,Pakistan,1,0,South Asian Championship,Bangladesh,FALSE
2018,9,6,Kyrgyzstan,Palestine,1,1,Friendly,Kyrgyzstan,FALSE
2018,9,6,Trinidad and Tobago,United Arab Emirates,2,0,Friendly,Spain,TRUE
2018,9,6,Nepal,Bhutan,4,0,South Asian Championship,Bangladesh,TRUE
2018,9,6,Guyana,Barbados,2,2,CONCACAF Nations League q,Guyana,FALSE
2018,9,6,Dominica,Suriname,0,0,CONCACAF Nations League q,Guadeloupe,TRUE
2018,9,6,Netherlands,Peru,2,1,Friendly,Netherlands,FALSE
2018,9,6,Wales,Ireland,4,1,European Nations League B,Wales,FALSE
2018,9,6,Austria,Sweden,2,0,Friendly,Austria,FALSE
2018,9,6,Germany,France,0,0,European Nations League A,Germany,FALSE
2018,9,6,Norway,Cyprus,2,0,European Nations League C,Norway,FALSE
2018,9,6,Portugal,Croatia,1,1,Friendly,Portugal,FALSE
2018,9,6,Latvia,Andorra,0,0,European Nations League D,Latvia,FALSE
2018,9,6,Slovenia,Bulgaria,1,2,European Nations League C,Slovenia,FALSE
2018,9,6,Czechia,Ukraine,1,2,European Nations League B,Czechia,FALSE
2018,9,6,Armenia,Liechtenstein,2,1,European Nations League D,Armenia,FALSE
2018,9,6,Kazakhstan,Georgia,0,2,European Nations League D,Kazakhstan,FALSE
2018,9,6,Gibraltar,Macedonia,0,2,European Nations League D,Gibraltar,FALSE
2018,9,7,Qatar,China,1,0,Friendly,Qatar,FALSE
2018,9,7,South Korea,Costa Rica,2,0,Friendly,South Korea,FALSE
2018,9,7,Taiwan,Malaysia,2,0,Friendly,Taiwan,FALSE
2018,9,7,Maldives,Sri Lanka,0,0,South Asian Championship,Bangladesh,TRUE
2018,9,7,Singapore,Mauritius,1,1,Friendly,Singapore,FALSE
2018,9,7,United States,Brazil,0,2,Friendly,United States,FALSE
2018,9,7,Argentina,Guatemala,3,0,Friendly,United States,TRUE
2018,9,7,Uruguay,Mexico,4,1,Friendly,United States,TRUE
2018,9,7,Ecuador,Jamaica,2,0,Friendly,United States,TRUE
2018,9,7,Anguilla,French Guiana,0,5,CONCACAF Nations League q,Anguilla,FALSE
2018,9,7,Antigua and Barbuda,Saint Lucia,0,3,CONCACAF Nations League q,Antigua and Barbuda,FALSE
2018,9,7,Belize,Bahamas,4,0,CONCACAF Nations League q,Belize,FALSE
2018,9,7,Colombia,Venezuela,2,1,Friendly,United States,TRUE
2018,9,7,Scotland,Belgium,0,4,Friendly,Scotland,FALSE
2018,9,7,Italy,Poland,1,1,European Nations League A,Italy,FALSE
2018,9,7,Turkey,Russia,1,2,European Nations League B,Turkey,FALSE
2018,9,7,Romania,Montenegro,0,0,European Nations League C,Romania,FALSE
2018,9,7,Lithuania,Serbia,0,1,European Nations League C,Lithuania,FALSE
2018,9,7,Albania,Israel,1,0,European Nations League C,Albania,FALSE
2018,9,7,Faroe Islands,Malta,3,1,European Nations League D,Faroe Islands,FALSE
2018,9,7,Azerbaijan,Kosovo,0,0,European Nations League D,Azerbaijan,FALSE
2018,9,8,Pakistan,Bhutan,3,0,South Asian Championship,Bangladesh,TRUE
2018,9,8,Brunei,East Timor,1,0,Southeast Asian Champ qual,Brunei,FALSE
2018,9,8,Bangladesh,Nepal,0,2,South Asian Championship,Bangladesh,FALSE
2018,9,8,Egypt,Niger,6,0,African Nations Cup qualifier,Egypt,FALSE
2018,9,8,South Africa,Libya,0,0,African Nations Cup qualifier,South Africa,FALSE
2018,9,8,Kenya,Ghana,1,0,African Nations Cup qualifier,Kenya,FALSE
2018,9,8,Uganda,Tanzania,0,0,African Nations Cup qualifier,Uganda,FALSE
2018,9,8,Namibia,Zambia,1,1,African Nations Cup qualifier,Namibia,FALSE
2018,9,8,Seychelles,Nigeria,0,3,African Nations Cup qualifier,Seychelles,FALSE
2018,9,8,Gambia,Algeria,1,1,African Nations Cup qualifier,The Gambia,TRUE
2018,9,8,Mozambique,Guinea-Bissau,2,2,African Nations Cup qualifier,Mozambique,FALSE
2018,9,8,Gabon,Burundi,1,1,African Nations Cup qualifier,Gabon,FALSE
2018,9,8,Equatorial Guinea,Sudan,1,0,African Nations Cup qualifier,Equatorial Guinea,FALSE
2018,9,8,Morocco,Malawi,3,0,African Nations Cup qualifier,Morocco,FALSE
2018,9,8,Comoros,Cameroon,1,1,African Nations Cup qualifier,Comoros,FALSE
2018,9,8,Mauritania,Burkina Faso,2,0,African Nations Cup qualifier,Mauritania,FALSE
2018,9,8,Montserrat,El Salvador,1,2,CONCACAF Nations League q,Montserrat,FALSE
2018,9,8,St Vincent & Grenadines,Nicaragua,0,2,CONCACAF Nations League q,St Vincent & Grenadines,FALSE
2018,9,8,Cuba,Turks and Caicos Islands,11,0,CONCACAF Nations League q,Cuba,FALSE
2018,9,8,England,Spain,1,2,European Nations League A,England,FALSE
2018,9,8,Northern Ireland,Bosnia and Herzegovina,1,2,European Nations League B,Northern Ireland,FALSE
2018,9,8,Finland,Hungary,1,0,European Nations League C,Finland,FALSE
2018,9,8,Switzerland,Iceland,6,0,European Nations League A,Switzerland,FALSE
2018,9,8,Luxembourg,Moldova,4,0,European Nations League D,Luxembourg,FALSE
2018,9,8,Estonia,Greece,0,1,European Nations League C,Estonia,FALSE
2018,9,8,Belarus,San Marino,5,0,European Nations League D,Belarus,FALSE
2018,9,9,India,Maldives,2,0,South Asian Championship,Bangladesh,TRUE
2018,9,9,Lebanon,Oman,0,0,Friendly,Jordan,TRUE
2018,9,9,Congo,Zimbabwe,1,1,African Nations Cup qualifier,Congo,FALSE
2018,9,9,Madagascar,Senegal,2,2,African Nations Cup qualifier,Madagascar,FALSE
2018,9,9,Ethiopia,Sierra Leone,1,0,African Nations Cup qualifier,Ethiopia,FALSE
2018,9,9,Liberia,DR Congo,1,1,African Nations Cup qualifier,Liberia,FALSE
2018,9,9,Togo,Benin,0,0,African Nations Cup qualifier,Togo,FALSE
2018,9,9,Eswatini,Tunisia,0,2,African Nations Cup qualifier,Eswatini,FALSE
2018,9,9,Lesotho,Cape Verde,1,1,African Nations Cup qualifier,Lesotho,FALSE
2018,9,9,Guinea,Central African Republic,1,0,African Nations Cup qualifier,Guinea,FALSE
2018,9,9,South Sudan,Mali,0,3,African Nations Cup qualifier,South Sudan,FALSE
2018,9,9,Rwanda,Ivory Coast,1,2,African Nations Cup qualifier,Rwanda,FALSE
2018,9,9,Angola,Botswana,1,0,African Nations Cup qualifier,Angola,FALSE
2018,9,9,Canada,US Virgin Islands,8,0,CONCACAF Nations League q,United States,TRUE
2018,9,9,Aruba,Bermuda,3,1,CONCACAF Nations League q,Curacao,TRUE
2018,9,9,Jamaica,Cayman Islands,4,0,CONCACAF Nations League q,Jamaica,FALSE
2018,9,9,Saint Kitts and Nevis,Puerto Rico,1,0,CONCACAF Nations League q,Saint Kitts and Nevis,FALSE
2018,9,9,Dominican Republic,Bonaire,5,0,CONCACAF Nations League q,Curacao,TRUE
2018,9,9,Germany,Peru,2,1,Friendly,Germany,FALSE
2018,9,9,Denmark,Wales,2,0,European Nations League B,Denmark,FALSE
2018,9,9,France,Netherlands,2,1,European Nations League A,France,FALSE
2018,9,9,Bulgaria,Norway,1,0,European Nations League C,Bulgaria,FALSE
2018,9,9,Georgia,Latvia,1,0,European Nations League D,Georgia,FALSE
2018,9,9,Ukraine,Slovakia,1,0,European Nations League B,Ukraine,FALSE
2018,9,9,Cyprus,Slovenia,2,1,European Nations League C,Cyprus,FALSE
2018,9,9,Macedonia,Armenia,2,0,European Nations League D,Macedonia,FALSE
2018,9,9,Liechtenstein,Gibraltar,2,0,European Nations League D,Liechtenstein,FALSE
2018,9,10,Bahrain,China,0,0,Friendly,Bahrain,FALSE
2018,9,10,Kyrgyzstan,Syria,2,1,Friendly,Kyrgyzstan,FALSE
2018,9,10,Cambodia,Malaysia,1,3,Friendly,Cambodia,FALSE
2018,9,10,Kuwait,Iraq,2,2,Friendly,Kuwait,FALSE
2018,9,10,Saudi Arabia,Bolivia,2,2,Friendly,Saudi Arabia,FALSE
2018,9,10,Curacao,Grenada,10,0,CONCACAF Nations League q,Curacao,FALSE
2018,9,10,Haiti,Sint Maarten,13,0,CONCACAF Nations League q,Haiti,FALSE
2018,9,10,Scotland,Albania,2,0,European Nations League C,Scotland,FALSE
2018,9,10,Sweden,Turkey,2,3,European Nations League B,Sweden,FALSE
2018,9,10,Portugal,Italy,1,0,European Nations League A,Portugal,FALSE
2018,9,10,Russia,Czechia,5,1,Friendly,Russia,FALSE
2018,9,10,Serbia,Romania,2,2,European Nations League C,Serbia,FALSE
2018,9,10,Montenegro,Lithuania,2,0,European Nations League C,Montenegro,FALSE
2018,9,10,Malta,Azerbaijan,1,1,European Nations League D,Malta,FALSE
2018,9,10,Kosovo,Faroe Islands,2,0,European Nations League D,Kosovo,FALSE
2018,9,10,Andorra,Kazakhstan,1,1,European Nations League D,Andorra,FALSE
2018,9,11,Japan,Costa Rica,3,0,Friendly,Japan,FALSE
2018,9,11,Indonesia,Mauritius,1,0,Friendly,Indonesia,FALSE
2018,9,11,Uzbekistan,Iran,0,1,Friendly,Uzbekistan,FALSE
2018,9,11,South Korea,Chile,0,0,Friendly,South Korea,FALSE
2018,9,11,Singapore,Fiji,2,0,Friendly,Singapore,FALSE
2018,9,11,Jordan,Oman,0,0,Friendly,Jordan,FALSE
2018,9,11,United Arab Emirates,Laos,3,0,Friendly,Spain,TRUE
2018,9,11,Qatar,Palestine,3,0,Friendly,Qatar,FALSE
2018,9,11,Kenya,Malawi,1,0,Friendly,Kenya,FALSE
2018,9,11,Gabon,Zambia,0,1,Friendly,Gabon,FALSE
2018,9,11,Liberia,Nigeria,1,2,Friendly,Liberia,FALSE
2018,9,11,United States,Mexico,1,0,Friendly,United States,FALSE
2018,9,11,Brazil,El Salvador,5,0,Friendly,United States,TRUE
2018,9,11,Ecuador,Guatemala,2,0,Friendly,United States,TRUE
2018,9,11,Guadeloupe,Saint Martin,3,0,CONCACAF Nations League q,Anguilla,TRUE
2018,9,11,Panama,Venezuela,0,2,Friendly,Panama,FALSE
2018,9,11,Argentina,Colombia,0,0,Friendly,United States,TRUE
2018,9,11,England,Switzerland,1,0,Friendly,England,FALSE
2018,9,11,Northern Ireland,Israel,3,0,Friendly,Northern Ireland,FALSE
2018,9,11,Bosnia and Herzegovina,Austria,1,0,European Nations League B,Bosnia and Herzegovina,FALSE
2018,9,11,Hungary,Greece,2,1,European Nations League C,Hungary,FALSE
2018,9,11,Iceland,Belgium,0,3,European Nations League A,Iceland,FALSE
2018,9,11,Finland,Estonia,1,0,European Nations League C,Finland,FALSE
2018,9,11,San Marino,Luxembourg,0,3,European Nations League D,San Marino,FALSE
2018,9,11,Poland,Ireland,1,1,Friendly,Poland,FALSE
2018,9,11,Spain,Croatia,6,0,European Nations League A,Spain,FALSE
2018,9,11,Moldova,Belarus,0,0,European Nations League D,Moldova,FALSE
2018,9,12,India,Pakistan,3,1,South Asian Championship,Bangladesh,TRUE
2018,9,12,Maldives,Nepal,3,0,South Asian Championship,Bangladesh,TRUE
2018,9,15,Maldives,India,2,1,South Asian Championship,Bangladesh,TRUE
2018,9,29,Cuba,Cayman Islands,5,0,Friendly,Cuba,FALSE
2018,9,30,Botswana,Namibia,1,0,Friendly,Botswana,FALSE
2018,9,30,St Vincent & Grenadines,Barbados,1,1,Friendly,St Vincent & Grenadines,FALSE
2018,10,1,Bangladesh,Laos,1,0,Bangabandhu Gold Cup,Bangladesh,FALSE
2018,10,2,Tajikistan,Nepal,2,0,Bangabandhu Gold Cup,Bangladesh,TRUE
2018,10,3,Philippines,Laos,3,1,Bangabandhu Gold Cup,Bangladesh,TRUE
2018,10,4,Palestine,Tajikistan,2,0,Bangabandhu Gold Cup,Bangladesh,TRUE
2018,10,5,Bangladesh,Philippines,0,1,Bangabandhu Gold Cup,Bangladesh,FALSE
2018,10,6,Palestine,Nepal,1,0,Bangabandhu Gold Cup,Bangladesh,TRUE
2018,10,9,Tajikistan,Philippines,2,0,Bangabandhu Gold Cup,Bangladesh,TRUE
2018,10,10,Indonesia,Myanmar,3,0,Friendly,Indonesia,FALSE
2018,10,10,Albania,Jordan,0,0,Friendly,Albania,FALSE
2018,10,10,Bangladesh,Palestine,0,2,Bangabandhu Gold Cup,Bangladesh,FALSE
2018,10,10,Ethiopia,Kenya,0,0,African Nations Cup qualifier,Ethiopia,FALSE
2018,10,10,Zambia,Guinea-Bissau,2,1,African Nations Cup qualifier,Zambia,FALSE
2018,10,10,Italy,Ukraine,1,1,Friendly,Italy,FALSE
2018,10,11,Kuwait,Lebanon,1,0,Friendly,Kuwait,FALSE
2018,10,11,Bahrain,Syria,0,1,Friendly,Bahrain,FALSE
2018,10,11,Hong Kong,Thailand,0,1,Friendly,Hong Kong,FALSE
2018,10,11,Argentina,Iraq,4,0,Friendly tournament,Saudi Arabia,TRUE
2018,10,11,Honduras,United Arab Emirates,1,1,Friendly,Spain,TRUE
2018,10,11,Congo,Liberia,3,1,African Nations Cup qualifier,Congo,FALSE
2018,10,11,United States,Colombia,2,4,Friendly,United States,FALSE
2018,10,11,Mexico,Costa Rica,3,2,Friendly,Mexico,FALSE
2018,10,11,French Guiana,St Vincent & Grenadines,0,1,CONCACAF Nations League q,French Guiana,FALSE
2018,10,11,Israel,Scotland,2,1,European Nations League C,Israel,FALSE
2018,10,11,Wales,Spain,1,4,Friendly,Wales,FALSE
2018,10,11,France,Iceland,2,2,Friendly,France,FALSE
2018,10,11,Russia,Sweden,0,0,European Nations League B,Russia,FALSE
2018,10,11,Poland,Portugal,2,3,European Nations League A,Poland,FALSE
2018,10,11,Lithuania,Romania,1,2,European Nations League C,Lithuania,FALSE
2018,10,11,Turkey,Bosnia and Herzegovina,0,0,Friendly,Turkey,FALSE
2018,10,11,Montenegro,Serbia,0,2,European Nations League C,Montenegro,FALSE
2018,10,11,Kosovo,Malta,3,1,European Nations League D,Kosovo,FALSE
2018,10,11,Faroe Islands,Azerbaijan,0,3,European Nations League D,Faroe Islands,FALSE
2018,10,12,Japan,Panama,3,0,Friendly,Japan,FALSE
2018,10,12,Singapore,Mongolia,2,0,Friendly,Singapore,FALSE
2018,10,12,South Korea,Uruguay,2,1,Friendly,South Korea,FALSE
2018,10,12,Sri Lanka,Malaysia,1,4,Friendly,Sri Lanka,FALSE
2018,10,12,Cambodia,East Timor,2,2,Friendly,Cambodia,FALSE
2018,10,12,Saudi Arabia,Brazil,0,2,Friendly tournament,Saudi Arabia,FALSE
2018,10,12,Palestine,Tajikistan,0,0,Bangabandhu Gold Cup,Bangladesh,TRUE
2018,10,12,Qatar,Ecuador,4,3,Friendly,Qatar,FALSE
2018,10,12,Egypt,Eswatini,4,1,African Nations Cup qualifier,Egypt,FALSE
2018,10,12,Cape Verde,Tanzania,3,0,African Nations Cup qualifier,Cape Verde,FALSE
2018,10,12,Togo,Gambia,1,1,African Nations Cup qualifier,Togo,FALSE
2018,10,12,Mali,Burundi,0,0,African Nations Cup qualifier,Mali,FALSE
2018,10,12,Cameroon,Malawi,1,0,African Nations Cup qualifier,Cameroon,FALSE
2018,10,12,Algeria,Benin,2,0,African Nations Cup qualifier,Algeria,FALSE
2018,10,12,Ivory Coast,Central African Republic,4,0,African Nations Cup qualifier,Ivory Coast,FALSE
2018,10,12,Gabon,South Sudan,3,0,African Nations Cup qualifier,Gabon,FALSE
2018,10,12,Guinea,Rwanda,2,0,African Nations Cup qualifier,Guinea,FALSE
2018,10,12,Angola,Mauritania,4,1,African Nations Cup qualifier,Angola,FALSE
2018,10,12,Curacao,US Virgin Islands,5,0,CONCACAF Nations League q,United States,TRUE
2018,10,12,Grenada,Cuba,0,2,CONCACAF Nations League q,Grenada,FALSE
2018,10,12,Dominican Republic,Cayman Islands,3,0,CONCACAF Nations League q,Dominican Republic,FALSE
2018,10,12,Bermuda,Sint Maarten,12,0,CONCACAF Nations League q,Bermuda,FALSE
2018,10,12,Bahamas,Antigua and Barbuda,0,6,CONCACAF Nations League q,Bahamas,FALSE
2018,10,12,Peru,Chile,3,0,Friendly,United States,TRUE
2018,10,12,Croatia,England,0,0,European Nations League A,Croatia,FALSE
2018,10,12,Austria,Northern Ireland,1,0,European Nations League B,Austria,FALSE
2018,10,12,Greece,Hungary,1,0,European Nations League C,Greece,FALSE
2018,10,12,Belgium,Switzerland,2,1,European Nations League A,Belgium,FALSE
2018,10,12,Estonia,Finland,0,1,European Nations League C,Estonia,FALSE
2018,10,12,Belarus,Luxembourg,1,0,European Nations League D,Belarus,FALSE
2018,10,12,Moldova,San Marino,2,0,European Nations League D,Moldova,FALSE
2018,10,13,Oman,Philippines,1,1,Friendly,Qatar,TRUE
2018,10,13,China,India,0,0,Friendly,China,FALSE
2018,10,13,Myanmar,Bolivia,0,3,Friendly,Myanmar,FALSE
2018,10,13,Uzbekistan,North Korea,2,0,Friendly,Uzbekistan,FALSE
2018,10,13,South Africa,Seychelles,6,0,African Nations Cup qualifier,South Africa,FALSE
2018,10,13,Uganda,Lesotho,3,0,African Nations Cup qualifier,Uganda,FALSE
2018,10,13,DR Congo,Zimbabwe,1,2,African Nations Cup qualifier,Dem Rep of the Congo,TRUE
2018,10,13,Equatorial Guinea,Madagascar,0,1,African Nations Cup qualifier,Equatorial Guinea,FALSE
2018,10,13,Nigeria,Libya,4,0,African Nations Cup qualifier,Nigeria,FALSE
2018,10,13,Senegal,Sudan,3,0,African Nations Cup qualifier,Senegal,FALSE
2018,10,13,Tunisia,Niger,1,0,African Nations Cup qualifier,Tunisia,FALSE
2018,10,13,Morocco,Comoros,1,0,African Nations Cup qualifier,Morocco,FALSE
2018,10,13,Burkina Faso,Botswana,3,0,African Nations Cup qualifier,Burkina Faso,FALSE
2018,10,13,Mozambique,Namibia,1,2,African Nations Cup qualifier,Mozambique,FALSE
2018,10,13,El Salvador,Barbados,3,0,CONCACAF Nations League q,El Salvador,FALSE
2018,10,13,Turks and Caicos Islands,Guyana,0,8,CONCACAF Nations League q,Turks and Caicos Islands,FALSE
2018,10,13,Puerto Rico,Martinique,0,1,CONCACAF Nations League q,Puerto Rico,FALSE
2018,10,13,Suriname,British Virgin Islands,5,0,CONCACAF Nations League q,Suriname,FALSE
2018,10,13,Netherlands,Germany,3,0,European Nations League A,Netherlands,FALSE
2018,10,13,Norway,Slovenia,1,0,European Nations League C,Norway,FALSE
2018,10,13,Ireland,Denmark,0,0,European Nations League B,Ireland,FALSE
2018,10,13,Latvia,Kazakhstan,1,1,European Nations League D,Latvia,FALSE
2018,10,13,Bulgaria,Cyprus,2,1,European Nations League C,Bulgaria,FALSE
2018,10,13,Slovakia,Czechia,1,2,European Nations League B,Slovakia,FALSE
2018,10,13,Armenia,Gibraltar,0,1,European Nations League D,Armenia,FALSE
2018,10,13,Georgia,Andorra,3,0,European Nations League D,Georgia,FALSE
2018,10,13,Macedonia,Liechtenstein,4,1,European Nations League D,Macedonia,FALSE
2018,10,14,Thailand,Trinidad and Tobago,1,0,Friendly,Thailand,FALSE
2018,10,14,Kenya,Ethiopia,3,0,African Nations Cup qualifier,Kenya,FALSE
2018,10,14,Guinea-Bissau,Zambia,2,1,African Nations Cup qualifier,Guinea-Bissau,FALSE
2018,10,14,Jamaica,Bonaire,6,0,CONCACAF Nations League q,Curacao,TRUE
2018,10,14,Nicaragua,Anguilla,6,0,CONCACAF Nations League q,Costa Rica,TRUE
2018,10,14,Saint Kitts and Nevis,Saint Martin,10,0,CONCACAF Nations League q,Anguilla,TRUE
2018,10,14,Montserrat,Belize,1,0,CONCACAF Nations League q,Montserrat,FALSE
2018,10,14,Scotland,Portugal,1,3,Friendly,Scotland,FALSE
2018,10,14,Poland,Italy,0,1,European Nations League A,Poland,FALSE
2018,10,14,Russia,Turkey,2,0,European Nations League B,Russia,FALSE
2018,10,14,Romania,Serbia,0,0,European Nations League C,Romania,FALSE
2018,10,14,Lithuania,Montenegro,1,4,European Nations League C,Lithuania,FALSE
2018,10,14,Israel,Albania,2,0,European Nations League C,Israel,FALSE
2018,10,14,Azerbaijan,Malta,1,1,European Nations League D,Azerbaijan,FALSE
2018,10,14,Faroe Islands,Kosovo,1,1,European Nations League D,Faroe Islands,FALSE
2018,10,15,Kuwait,Australia,0,4,Friendly,Kuwait,FALSE
2018,10,15,Saudi Arabia,Iraq,1,1,Friendly tournament,Saudi Arabia,FALSE
2018,10,15,Croatia,Jordan,2,1,Friendly,Croatia,FALSE
2018,10,15,Spain,England,2,3,European Nations League A,Spain,FALSE
2018,10,15,Bosnia and Herzegovina,Northern Ireland,2,0,European Nations League B,Bosnia and Herzegovina,FALSE
2018,10,15,Estonia,Hungary,3,3,European Nations League C,Estonia,FALSE
2018,10,15,Iceland,Switzerland,1,2,European Nations League A,Iceland,FALSE
2018,10,15,Finland,Greece,2,0,European Nations League C,Finland,FALSE
2018,10,15,Luxembourg,San Marino,3,0,European Nations League D,Luxembourg,FALSE
2018,10,15,Belarus,Moldova,0,0,European Nations League D,Belarus,FALSE
2018,10,16,Japan,Uruguay,4,3,Friendly,Japan,FALSE
2018,10,16,China,Syria,2,0,Friendly,China,FALSE
2018,10,16,Indonesia,Hong Kong,1,1,Friendly,Indonesia,FALSE
2018,10,16,Iran,Bolivia,2,1,Friendly,Iran,FALSE
2018,10,16,Laos,Mongolia,1,4,Friendly,Laos,FALSE
2018,10,16,South Korea,Panama,2,2,Friendly,South Korea,FALSE
2018,10,16,Bahrain,Myanmar,4,1,Friendly,Bahrain,FALSE
2018,10,16,Cambodia,Singapore,1,2,Friendly,Cambodia,FALSE
2018,10,16,Malaysia,Kyrgyzstan,0,1,Friendly,Malaysia,FALSE
2018,10,16,Ecuador,Oman,0,0,Friendly,Qatar,TRUE
2018,10,16,Uzbekistan,Qatar,2,0,Friendly,Uzbekistan,FALSE
2018,10,16,Venezuela,United Arab Emirates,2,0,Friendly,Spain,TRUE
2018,10,16,Eswatini,Egypt,0,2,African Nations Cup qualifier,Eswatini,FALSE
2018,10,16,Seychelles,South Africa,0,0,African Nations Cup qualifier,Seychelles,FALSE
2018,10,16,Lesotho,Uganda,0,2,African Nations Cup qualifier,Lesotho,FALSE
2018,10,16,Tanzania,Cape Verde,2,0,African Nations Cup qualifier,Tanzania,FALSE
2018,10,16,Zimbabwe,DR Congo,1,1,African Nations Cup qualifier,Zimbabwe,FALSE
2018,10,16,Madagascar,Equatorial Guinea,1,0,African Nations Cup qualifier,Madagascar,FALSE
2018,10,16,Nigeria,Libya,3,2,African Nations Cup qualifier,Tunisia,TRUE
2018,10,16,Gambia,Togo,0,1,African Nations Cup qualifier,The Gambia,TRUE
2018,10,16,Burundi,Mali,1,1,African Nations Cup qualifier,Burundi,FALSE
2018,10,16,Sudan,Senegal,0,1,African Nations Cup qualifier,Sudan,FALSE
2018,10,16,Niger,Tunisia,1,2,African Nations Cup qualifier,Niger,FALSE
2018,10,16,Malawi,Cameroon,0,0,African Nations Cup qualifier,Malawi,FALSE
2018,10,16,Comoros,Morocco,2,2,African Nations Cup qualifier,Comoros,FALSE
2018,10,16,Benin,Algeria,1,0,African Nations Cup qualifier,Benin,FALSE
2018,10,16,Central African Republic,Ivory Coast,0,0,African Nations Cup qualifier,Central African Republic,FALSE
2018,10,16,South Sudan,Gabon,0,1,African Nations Cup qualifier,South Sudan,FALSE
2018,10,16,Botswana,Burkina Faso,0,0,African Nations Cup qualifier,Botswana,FALSE
2018,10,16,Liberia,Congo,2,1,African Nations Cup qualifier,Liberia,FALSE
2018,10,16,Rwanda,Guinea,1,1,African Nations Cup qualifier,Rwanda,FALSE
2018,10,16,Mauritania,Angola,1,0,African Nations Cup qualifier,Mauritania,FALSE
2018,10,16,Namibia,Mozambique,1,0,African Nations Cup qualifier,Namibia,FALSE
2018,10,16,United States,Peru,1,1,Friendly,United States,FALSE
2018,10,16,Canada,Dominica,5,0,CONCACAF Nations League q,Canada,FALSE
2018,10,16,Colombia,Costa Rica,3,1,Friendly,United States,TRUE
2018,10,16,Mexico,Chile,0,1,Friendly,Mexico,FALSE
2018,10,16,Guadeloupe,Aruba,0,0,CONCACAF Nations League q,Guadeloupe,FALSE
2018,10,16,Haiti,Saint Lucia,2,1,CONCACAF Nations League q,Martinique,TRUE
2018,10,16,Martinique,British Virgin Islands,4,0,CONCACAF Nations League q,Martinique,FALSE
2018,10,16,Brazil,Argentina,1,0,Friendly tournament,Saudi Arabia,TRUE
2018,10,16,Ireland,Wales,0,1,European Nations League B,Ireland,FALSE
2018,10,16,Denmark,Austria,2,0,Friendly,Denmark,FALSE
2018,10,16,Belgium,Netherlands,1,1,Friendly,Belgium,FALSE
2018,10,16,France,Germany,2,1,European Nations League A,France,FALSE
2018,10,16,Sweden,Slovakia,1,1,Friendly,Sweden,FALSE
2018,10,16,Norway,Bulgaria,1,0,European Nations League C,Norway,FALSE
2018,10,16,Latvia,Georgia,0,3,European Nations League D,Latvia,FALSE
2018,10,16,Ukraine,Czechia,1,0,European Nations League B,Ukraine,FALSE
2018,10,16,Slovenia,Cyprus,1,1,European Nations League C,Slovenia,FALSE
2018,10,16,Armenia,Macedonia,4,0,European Nations League D,Armenia,FALSE
2018,10,16,Kazakhstan,Andorra,4,0,European Nations League D,Kazakhstan,FALSE
2018,10,16,Gibraltar,Liechtenstein,2,1,European Nations League D,Gibraltar,FALSE
2018,11,3,Malaysia,Maldives,3,0,Friendly,Malaysia,FALSE
2018,11,8,Laos,Vietnam,0,3,Southeast Asian Champ,Laos,FALSE
2018,11,8,Cambodia,Malaysia,0,1,Southeast Asian Champ,Cambodia,FALSE
2018,11,9,Singapore,Indonesia,1,0,Southeast Asian Champ,Singapore,FALSE
2018,11,9,Thailand,East Timor,7,0,Southeast Asian Champ,Thailand,FALSE
2018,11,11,North Korea,Mongolia,4,1,East Asian Championship qual,Taiwan,TRUE
2018,11,11,Taiwan,Hong Kong,1,2,East Asian Championship qual,Taiwan,FALSE
2018,11,12,Myanmar,Cambodia,4,1,Southeast Asian Champ,Myanmar,FALSE
2018,11,12,Malaysia,Laos,3,1,Southeast Asian Champ,Malaysia,FALSE
2018,11,13,Philippines,Singapore,1,0,Southeast Asian Champ,Philippines,FALSE
2018,11,13,Indonesia,East Timor,3,1,Southeast Asian Champ,Indonesia,FALSE
2018,11,13,Taiwan,Mongolia,2,1,East Asian Championship qual,Taiwan,FALSE
2018,11,13,Hong Kong,North Korea,0,0,East Asian Championship qual,Taiwan,TRUE
2018,11,14,Switzerland,Qatar,0,1,Friendly,Switzerland,FALSE
2018,11,14,Vanuatu,New Caledonia,0,1,Friendly,Vanuatu,FALSE
2018,11,15,Lebanon,Uzbekistan,0,0,Friendly,Australia,TRUE
2018,11,15,Iran,Trinidad and Tobago,1,0,Friendly,Iran,FALSE
2018,11,15,England,United States,3,0,Friendly,England,FALSE
2018,11,15,Israel,Guatemala,7,0,Friendly,Israel,FALSE
2018,11,15,Peru,Ecuador,0,2,Friendly,Peru,FALSE
2018,11,15,Ireland,Northern Ireland,0,0,Friendly,Ireland,FALSE
2018,11,15,Austria,Bosnia and Herzegovina,0,0,European Nations League B,Austria,FALSE
2018,11,15,Hungary,Estonia,2,0,European Nations League C,Hungary,FALSE
2018,11,15,Belgium,Iceland,2,0,European Nations League A,Belgium,FALSE
2018,11,15,Germany,Russia,3,0,Friendly,Germany,FALSE
2018,11,15,Greece,Finland,1,0,European Nations League C,Greece,FALSE
2018,11,15,Luxembourg,Belarus,0,2,European Nations League D,Luxembourg,FALSE
2018,11,15,Poland,Czechia,0,1,Friendly,Poland,FALSE
